interpretation_candidate_id,interpretation_source,embedding_name,algorithm,k,metric,linkage,cluster_id,cluster_size,cluster_share,top_frequent_words,top_distinctive_words,dominant_target,dominant_target_share,target_entropy,target_entropy_normalized,top_targets,is_tiny_cluster,is_giant_cluster,is_label_pure,is_mixed_cluster,interpretation_note
2,geometry,tfidf_var_n_components_50,spectral,30,,,8,618,0.034371523915461624,"key, chip, encryption, would, one, clipper, government, use, system, bit","key, chip, clipper, encryption, phone, government, nsa, algorithm, escrow, secure",sci.crypt,0.872168284789644,0.9815660596623119,0.22711300098293127,"sci.crypt:539, sci.electronics:24, comp.sys.ibm.pc.hardware:8",False,False,True,False,"Klaster 618 docs (3.4%); dominant='sci.crypt' (0.87) - wysoka zgodnosc etykiet post-hoc; sygnatura: key, chip, clipper, encryption."
2,geometry,tfidf_var_n_components_50,spectral,30,,,9,36,0.0020022246941045607,"away, could, com, bob, tek, stay, said, vice, ico, bobbe","bobbe, tek, ico, beauchaine, bronx, sank, manhattan, bob, blew, queen",alt.atheism,0.7222222222222222,1.4973852049969802,0.34646231314406095,"alt.atheism:26, rec.motorcycles:4, rec.autos:2",False,False,True,False,"Klaster 36 docs (0.2%); dominant='alt.atheism' (0.72) - wysoka zgodnosc etykiet post-hoc; sygnatura: bobbe, tek, ico, beauchaine."
2,geometry,tfidf_var_n_components_50,spectral,30,,,10,84,0.0046718576195773085,"cheer, kent, book, christian, one, would, know, religion, well, read","cheer, kent, book, christian, religion, notion, jesus, read, believer, transcendental",talk.religion.misc,0.40476190476190477,2.5010617779341318,0.5786912051805697,"talk.religion.misc:34, alt.atheism:27, soc.religion.christian:4",False,False,False,False,"Klaster 84 docs (0.5%); dominant='talk.religion.misc' (0.40) - niska zgodnosc etykiet post-hoc; sygnatura: cheer, kent, book, christian."
2,geometry,tfidf_var_n_components_50,spectral,30,,,11,633,0.03520578420467186,"car, one, would, engine, get, like, also, good, new, know","car, engine, oil, ford, dealer, mile, auto, brake, wheel, speed",rec.autos,0.8009478672985783,1.2169567031099373,0.2815772674583688,"rec.autos:507, rec.motorcycles:51, sci.electronics:29",False,False,True,False,"Klaster 633 docs (3.5%); dominant='rec.autos' (0.80) - wysoka zgodnosc etykiet post-hoc; sygnatura: car, engine, oil, ford."
2,geometry,tfidf_var_n_components_50,spectral,30,,,12,577,0.032091212458286986,"file, image, jpeg, format, edu, program, graphic, system, ftp, data","file, format, image, program, gif, window, directory, convert, graphic, tiff",comp.graphics,0.41074523396880414,2.4476667640393734,0.5663367622739601,"comp.graphics:237, comp.os.ms-windows.misc:156, comp.windows.x:89",False,False,False,False,"Klaster 577 docs (3.2%); dominant='comp.graphics' (0.41) - niska zgodnosc etykiet post-hoc; sygnatura: file, format, image, program."
2,geometry,tfidf_var_n_components_50,spectral,30,,,13,286,0.015906562847608455,"armenian, people, one, turkish, said, muslim, would, turk, greek, turkey","armenian, muslim, turkish, turk, turkey, genocide, greek, armenia, serdar, azeri",talk.politics.mideast,0.9055944055944056,0.7183696113383992,0.16621507705974947,"talk.politics.mideast:259, talk.religion.misc:7, alt.atheism:6",False,False,True,False,"Klaster 286 docs (1.6%); dominant='talk.politics.mideast' (0.91) - wysoka zgodnosc etykiet post-hoc; sygnatura: armenian, muslim, turkish, turk."
2,geometry,tfidf_var_n_components_50,spectral,30,,,14,468,0.026028921023359287,"game, one, get, would, like, hockey, time, think, baseball, espn","game, espn, hockey, baseball, playoff, fan, night, team, pen, last",rec.sport.hockey,0.5982905982905983,1.6555145515105936,0.3830499987885012,"rec.sport.hockey:280, rec.sport.baseball:138, misc.forsale:15",False,False,False,False,"Klaster 468 docs (2.6%); dominant='rec.sport.hockey' (0.60) - srednia zgodnosc etykiet post-hoc; sygnatura: game, espn, hockey, baseball."
2,geometry,tfidf_var_n_components_50,spectral,30,,,15,556,0.03092324805339266,"drive, disk, scsi, hard, system, mb, controller, problem, one, floppy","drive, disk, scsi, hard, mb, floppy, ide, controller, cd, meg",comp.sys.ibm.pc.hardware,0.3776978417266187,2.4563552067572636,0.5683470786251664,"comp.sys.ibm.pc.hardware:210, comp.sys.mac.hardware:137, misc.forsale:94",False,False,False,False,"Klaster 556 docs (3.1%); dominant='comp.sys.ibm.pc.hardware' (0.38) - niska zgodnosc etykiet post-hoc; sygnatura: drive, disk, scsi, hard."
2,geometry,tfidf_var_n_components_50,spectral,30,,,16,181,0.010066740823136818,"printer, print, font, driver, use, hp, problem, laser, window, get","printer, driver, print, font, laser, postscript, hp, deskjet, ink, printing",comp.os.ms-windows.misc,0.3314917127071823,2.8422714442283064,0.6576396880805536,"comp.os.ms-windows.misc:60, comp.sys.mac.hardware:41, comp.sys.ibm.pc.hardware:20",False,False,False,False,"Klaster 181 docs (1.0%); dominant='comp.os.ms-windows.misc' (0.33) - niska zgodnosc etykiet post-hoc; sygnatura: printer, driver, print, font."
2,geometry,tfidf_var_n_components_50,spectral,30,,,17,731,0.04065628476084538,"space, would, one, system, nasa, launch, earth, year, time, also","space, nasa, orbit, launch, shuttle, mission, moon, satellite, earth, cost",sci.space,0.7250341997264022,1.8627038977869999,0.4309890995156747,"sci.space:530, comp.graphics:42, sci.electronics:32",False,False,True,False,"Klaster 731 docs (4.1%); dominant='sci.space' (0.73) - wysoka zgodnosc etykiet post-hoc; sygnatura: space, nasa, orbit, launch."
2,geometry,tfidf_var_n_components_50,spectral,30,,,18,449,0.024972191323692994,"ax, max, edu, pl, ei, tm, di, cx, wm, bhj","edu, university, ax, apr, mit, uiuc, internet, cc, david, colorado",comp.os.ms-windows.misc,0.0935412026726058,4.197583470103978,0.9712293629015997,"comp.os.ms-windows.misc:42, sci.space:36, comp.graphics:32",False,False,False,True,"Klaster 449 docs (2.5%); dominant='comp.os.ms-windows.misc' (0.09) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: edu, university, ax, apr."
2,geometry,tfidf_var_n_components_50,spectral,30,,,19,1137,0.06323692992213571,"thanks, know, would, mail, please, anyone, list, advance, help, get","thanks, mail, advance, please, anyone, looking, know, hi, address, appreciated",comp.graphics,0.1627088830255057,3.862342553079171,0.8936619185423608,"comp.graphics:185, comp.windows.x:136, sci.electronics:126",False,False,False,True,"Klaster 1137 docs (6.3%); dominant='comp.graphics' (0.16) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: thanks, mail, advance, please."
2,geometry,tfidf_var_n_components_50,spectral,30,,,20,1255,0.06979977753058954,"one, db, use, would, problem, like, get, monitor, work, line","monitor, color, apple, mac, use, problem, power, work, line, screen",sci.electronics,0.2860557768924303,3.1854817545524376,0.7370510764213575,"sci.electronics:359, comp.sys.mac.hardware:283, comp.graphics:139",False,False,False,False,"Klaster 1255 docs (7.0%); dominant='sci.electronics' (0.29) - niska zgodnosc etykiet post-hoc; sygnatura: monitor, color, apple, mac."
2,geometry,tfidf_var_n_components_50,spectral,30,,,21,1027,0.057119021134593995,"people, gun, would, right, one, state, law, government, think, time","gun, right, law, government, state, people, crime, weapon, police, criminal",talk.politics.guns,0.33982473222979553,2.9741021117416686,0.6881424323694536,"talk.politics.guns:349, talk.politics.misc:257, sci.crypt:96",False,False,False,False,"Klaster 1027 docs (5.7%); dominant='talk.politics.guns' (0.34) - niska zgodnosc etykiet post-hoc; sygnatura: gun, right, law, government."
2,geometry,tfidf_var_n_components_50,spectral,30,,,22,685,0.038097886540600666,"new, sale, offer, price, shipping, one, condition, st, please, good","sale, offer, shipping, new, price, condition, asking, sell, manual, excellent",misc.forsale,0.7562043795620438,1.6965043252425007,0.3925341393924127,"misc.forsale:518, sci.electronics:26, rec.autos:25",False,False,True,False,"Klaster 685 docs (3.8%); dominant='misc.forsale' (0.76) - wysoka zgodnosc etykiet post-hoc; sygnatura: sale, offer, shipping, new."
2,geometry,tfidf_var_n_components_50,spectral,30,,,23,721,0.04010011123470523,"one, would, patient, disease, time, medical, get, also, people, use","doctor, food, patient, disease, drug, msg, effect, cause, treatment, medical",sci.med,0.6740638002773925,2.143614457131877,0.49598568279460087,"sci.med:486, talk.politics.misc:46, sci.space:29",False,False,True,False,"Klaster 721 docs (4.0%); dominant='sci.med' (0.67) - wysoka zgodnosc etykiet post-hoc; sygnatura: doctor, food, patient, disease."
2,geometry,tfidf_var_n_components_50,spectral,30,,,24,487,0.027085650723025583,"team, game, play, player, pt, period, season, goal, hockey, la","team, player, hockey, season, play, nhl, goal, win, st, leaf",rec.sport.hockey,0.837782340862423,0.9888842827619752,0.22880627836723583,"rec.sport.hockey:408, rec.sport.baseball:49, sci.med:7",False,False,True,False,"Klaster 487 docs (2.7%); dominant='rec.sport.hockey' (0.84) - wysoka zgodnosc etykiet post-hoc; sygnatura: team, player, hockey, season."
2,geometry,tfidf_var_n_components_50,spectral,30,,,25,386,0.02146829810901001,"com, port, modem, serial, one, use, irq, would, request, mouse","com, port, modem, serial, irq, feustel, mouse, netcom, fax, pin",comp.sys.ibm.pc.hardware,0.21502590673575128,3.749262381264874,0.8674976304441703,"comp.sys.ibm.pc.hardware:83, talk.politics.guns:40, comp.sys.mac.hardware:37",False,False,False,True,"Klaster 386 docs (2.1%); dominant='comp.sys.ibm.pc.hardware' (0.22) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: com, port, modem, serial."
2,geometry,tfidf_var_n_components_50,spectral,30,,,26,512,0.028476084538375974,"card, driver, window, video, ftp, know, get, one, problem, anyone","card, driver, ftp, video, site, version, window, mode, diamond, ati",comp.os.ms-windows.misc,0.271484375,2.8572039256565254,0.6610947389514562,"comp.os.ms-windows.misc:139, comp.sys.ibm.pc.hardware:135, comp.graphics:84",False,False,False,False,"Klaster 512 docs (2.8%); dominant='comp.os.ms-windows.misc' (0.27) - niska zgodnosc etykiet post-hoc; sygnatura: card, driver, ftp, video."
2,geometry,tfidf_var_n_components_50,spectral,30,,,27,2133,0.11863181312569522,"one, would, think, people, like, know, say, make, question, thing","think, people, say, post, question, religion, group, answer, like, moral",alt.atheism,0.17440225035161744,4.0063324538092475,0.926978044486337,"alt.atheism:372, talk.politics.misc:212, talk.religion.misc:177",False,False,False,True,"Klaster 2133 docs (11.9%); dominant='alt.atheism' (0.17) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: think, people, say, post."
2,geometry,tfidf_var_n_components_50,spectral,30,,,28,438,0.02436040044493882,"year, ago, one, would, time, old, know, last, get, think","year, ago, old, last, month, week, couple, time, remember, several",rec.sport.hockey,0.1278538812785388,3.9755893913970257,0.9198647696383382,"rec.sport.hockey:56, sci.med:47, rec.sport.baseball:43",False,False,False,True,"Klaster 438 docs (2.4%); dominant='rec.sport.hockey' (0.13) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: year, ago, old, last."
2,geometry,tfidf_var_n_components_50,spectral,30,,,29,401,0.022302558398220245,"mhz, scsi, mb, bit, chip, bus, dx, speed, cpu, one","mhz, bus, dx, mb, chip, cpu, speed, scsi, simms, board",comp.sys.ibm.pc.hardware,0.41895261845386533,2.163729467517622,0.5006398579553445,"comp.sys.ibm.pc.hardware:168, comp.sys.mac.hardware:135, sci.electronics:35",False,False,False,False,"Klaster 401 docs (2.2%); dominant='comp.sys.ibm.pc.hardware' (0.42) - niska zgodnosc etykiet post-hoc; sygnatura: mhz, bus, dx, mb."
3,geometry,tfidf_var_min_df_20,spectral,30,,,0,729,0.040547305189387615,"god, jesus, one, would, christian, christ, say, people, sin, bible","god, jesus, christian, christ, sin, bible, church, lord, heaven, faith",soc.religion.christian,0.635116598079561,1.5620849231465594,0.3614324183214506,"soc.religion.christian:463, talk.religion.misc:151, alt.atheism:85",False,False,False,False,"Klaster 729 docs (4.1%); dominant='soc.religion.christian' (0.64) - srednia zgodnosc etykiet post-hoc; sygnatura: god, jesus, christian, christ."
3,geometry,tfidf_var_min_df_20,spectral,30,,,1,654,0.036375771733689305,"like, would, look, one, sound, get, thing, something, know, good","like, sound, look, something, would, yeah, hear, thing, stuff, idea",rec.autos,0.08868501529051988,4.208355625395044,0.9737218049447262,"rec.autos:58, rec.motorcycles:57, sci.space:54",False,False,False,True,"Klaster 654 docs (3.6%); dominant='rec.autos' (0.09) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: like, sound, look, something."
3,geometry,tfidf_var_min_df_20,spectral,30,,,2,580,0.03225985872406697,"key, chip, encryption, would, clipper, one, government, use, system, bit","key, chip, clipper, encryption, government, phone, escrow, nsa, algorithm, secure",sci.crypt,0.8689655172413793,1.0040070110599102,0.23230534821891258,"sci.crypt:504, sci.electronics:20, comp.sys.ibm.pc.hardware:8",False,False,True,False,"Klaster 580 docs (3.2%); dominant='sci.crypt' (0.87) - wysoka zgodnosc etykiet post-hoc; sygnatura: key, chip, clipper, encryption."
3,geometry,tfidf_var_min_df_20,spectral,30,,,3,594,0.033038544969130654,"drive, scsi, disk, hard, mb, system, controller, problem, ide, one","drive, scsi, disk, hard, mb, ide, controller, floppy, cd, meg",comp.sys.ibm.pc.hardware,0.41245791245791247,2.375364205829215,0.5496075255484141,"comp.sys.ibm.pc.hardware:245, comp.sys.mac.hardware:147, misc.forsale:86",False,False,False,False,"Klaster 594 docs (3.3%); dominant='comp.sys.ibm.pc.hardware' (0.41) - niska zgodnosc etykiet post-hoc; sygnatura: drive, scsi, disk, hard."
3,geometry,tfidf_var_min_df_20,spectral,30,,,4,561,0.031203070248623396,"people, would, one, like, think, make, get, want, know, thing","people, homosexual, want, many, gay, money, thing, make, life, see",talk.politics.misc,0.20499108734402852,3.9640795577989034,0.9172016449066385,"talk.politics.misc:115, alt.atheism:48, soc.religion.christian:42",False,False,False,True,"Klaster 561 docs (3.1%); dominant='talk.politics.misc' (0.20) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: people, homosexual, want, many."
3,geometry,tfidf_var_min_df_20,spectral,30,,,5,478,0.026586573224317258,"year, player, would, game, run, hit, one, good, team, get","player, hit, pitcher, run, team, year, hitter, league, pitching, pitch",rec.sport.baseball,0.8493723849372385,1.196345000993743,0.2768081686525426,"rec.sport.baseball:406, rec.sport.hockey:13, sci.space:8",False,False,True,False,"Klaster 478 docs (2.7%); dominant='rec.sport.baseball' (0.85) - wysoka zgodnosc etykiet post-hoc; sygnatura: player, hit, pitcher, run."
3,geometry,tfidf_var_min_df_20,spectral,30,,,6,508,0.028255186606596584,"year, ago, one, time, would, old, know, get, last, new","year, ago, old, last, month, time, remember, week, couple, several",rec.sport.hockey,0.10236220472440945,4.075785960073676,0.9430480726634807,"rec.sport.hockey:52, rec.sport.baseball:49, sci.med:48",False,False,False,True,"Klaster 508 docs (2.8%); dominant='rec.sport.hockey' (0.10) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: year, ago, old, last."
3,geometry,tfidf_var_min_df_20,spectral,30,,,7,734,0.04082540741976751,"new, sale, price, offer, shipping, one, condition, please, st, good","sale, offer, price, shipping, condition, new, sell, asking, interested, manual",misc.forsale,0.7193460490463215,1.854487807797148,0.429088075294663,"misc.forsale:528, comp.sys.mac.hardware:44, sci.electronics:29",False,False,True,False,"Klaster 734 docs (4.1%); dominant='misc.forsale' (0.72) - wysoka zgodnosc etykiet post-hoc; sygnatura: sale, offer, price, shipping."
3,geometry,tfidf_var_min_df_20,spectral,30,,,8,715,0.03976861894432393,"one, god, say, would, belief, people, believe, atheist, think, religion","atheist, say, belief, religion, god, evidence, believe, claim, argument, objective",alt.atheism,0.3706293706293706,3.0484812932221024,0.7053521544766819,"alt.atheism:265, soc.religion.christian:110, talk.religion.misc:107",False,False,False,False,"Klaster 715 docs (4.0%); dominant='alt.atheism' (0.37) - niska zgodnosc etykiet post-hoc; sygnatura: atheist, say, belief, religion."
3,geometry,tfidf_var_min_df_20,spectral,30,,,9,682,0.037933144223816675,"file, image, jpeg, program, format, gif, bit, color, use, window","file, format, image, program, ftp, gif, directory, zip, site, convert",comp.graphics,0.38563049853372433,2.8137876792106247,0.6510491654267,"comp.graphics:263, comp.os.ms-windows.misc:161, comp.windows.x:90",False,False,False,False,"Klaster 682 docs (3.8%); dominant='comp.graphics' (0.39) - niska zgodnosc etykiet post-hoc; sygnatura: file, format, image, program."
3,geometry,tfidf_var_min_df_20,spectral,30,,,10,479,0.026642193670393235,"bike, one, get, would, like, ride, time, riding, well, dod","bike, ride, dod, riding, motorcycle, helmet, rider, road, dog, bmw",rec.motorcycles,0.9331941544885177,0.5399837866244009,0.12494048368439455,"rec.motorcycles:447, rec.autos:13, misc.forsale:4",False,False,True,False,"Klaster 479 docs (2.7%); dominant='rec.motorcycles' (0.93) - wysoka zgodnosc etykiet post-hoc; sygnatura: bike, ride, dod, riding."
3,geometry,tfidf_var_min_df_20,spectral,30,,,11,713,0.039657378052171975,"db, use, one, used, would, power, line, get, wire, bit","use, power, used, line, voltage, output, circuit, battery, input, signal",sci.electronics,0.43899018232819076,3.0456600016186157,0.7046993690666645,"sci.electronics:313, comp.windows.x:59, comp.sys.ibm.pc.hardware:54",False,False,False,False,"Klaster 713 docs (4.0%); dominant='sci.electronics' (0.44) - niska zgodnosc etykiet post-hoc; sygnatura: use, power, used, line."
3,geometry,tfidf_var_min_df_20,spectral,30,,,12,785,0.043662050169642364,"thanks, advance, would, anyone, please, mail, know, looking, could, help","thanks, advance, mail, please, anyone, hi, looking, info, help, appreciated",comp.graphics,0.17834394904458598,3.7337229014268445,0.8639021333658149,"comp.graphics:140, comp.windows.x:106, sci.electronics:88",False,False,False,True,"Klaster 785 docs (4.4%); dominant='comp.graphics' (0.18) - niska zgodnosc etykiet post-hoc; wysoka entropia etykiet; sygnatura: thanks, advance, mail, please."
3,geometry,tfidf_var_min_df_20,spectral,30,,,13,447,0.024862339395961955,"game, one, get, would, time, baseball, espn, hockey, think, like","game, espn, baseball, hockey, playoff, fan, night, pen, last, team",rec.sport.hockey,0.5458612975391499,1.9149959899674942,0.4430883503667829,"rec.sport.hockey:244, rec.sport.baseball:131, misc.forsale:27",False,False,False,False,"Klaster 447 docs (2.5%); dominant='rec.sport.hockey' (0.55) - srednia zgodnosc etykiet post-hoc; sygnatura: game, espn, baseball, hockey."
3,geometry,tfidf_var_min_df_20,spectral,30,,,14,472,0.026252850547861393,"would, fbi, fire, koresh, one, people, batf, know, child, said","fbi, koresh, batf, fire, child, compound, gas, bd, tank, waco",talk.politics.guns,0.5338983050847458,2.185917256395911,0.505773628899969,"talk.politics.guns:252, talk.politics.misc:91, talk.religion.misc:64",False,False,False,False,"Klaster 472 docs (2.6%); dominant='talk.politics.guns' (0.53) - srednia zgodnosc etykiet post-hoc; sygnatura: fbi, koresh, batf, fire."
